// FFXIV 1.0 (1.23b) RTTI Database — 4358 classes
// Generated from: ffxivgame.exe
// Date: 2026-05-18 13:35:01

// Format: Demangled | VTable VA | VFunc Count | TypeDescriptor VA | Mangled
// -------------------------------------------------------------------------
SQEX::CDev::Engine::Lay::Stella::Layout::LightBaseObject                                   |            |     | 0x012DBAC8 | .?AVLightBaseObject@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::LightBaseObjectCreator                            |            |     | 0x012D05D0 | .?AVLightBaseObjectCreator@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::LightInstanceObjectProperty                       |            |     | 0x012C7810 | .?AVLightInstanceObjectProperty@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::NullBaseObject                                    |            |     | 0x012DBBA0 | .?AVNullBaseObject@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::NullBaseObjectCreator                             |            |     | 0x012D0668 | .?AVNullBaseObjectCreator@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::OcclusionBaseObject                               |            |     | 0x012DBC78 | .?AVOcclusionBaseObject@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::OcclusionBaseObjectCreator                        |            |     | 0x012D0708 | .?AVOcclusionBaseObjectCreator@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::OcclusionInstanceObjectProperty                   |            |     | 0x012C7908 | .?AVOcclusionInstanceObjectProperty@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::PAVILayoutBlock::?$TGridSpace2D                   | 0x010A871C |   1 | 0x012F7E48 | .?AV?$TGridSpace2D@PAVILayoutBlock@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::PositionMarkerBaseObject                          |            |     | 0x012DBD60 | .?AVPositionMarkerBaseObject@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::PositionMarkerBaseObjectCreator                   |            |     | 0x012D07B0 | .?AVPositionMarkerBaseObjectCreator@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::ScreenEnvBaseObject                               |            |     | 0x012DBE50 | .?AVScreenEnvBaseObject@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::ScreenEnvBaseObjectCreator                        |            |     | 0x012D0860 | .?AVScreenEnvBaseObjectCreator@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::ScreenEnvInstanceObjectProperty                   |            |     | 0x012C7A10 | .?AVScreenEnvInstanceObjectProperty@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::SEBaseObject                                      |            |     | 0x012DBF28 | .?AVSEBaseObject@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::SEBaseObjectCreator                               |            |     | 0x012D0900 | .?AVSEBaseObjectCreator@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::SEInstanceObjectProperty                          |            |     | 0x012C7B18 | .?AVSEInstanceObjectProperty@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::TimeLineBaseObject                                |            |     | 0x012DBFF8 | .?AVTimeLineBaseObject@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::TimeLineBaseObjectCreator                         |            |     | 0x012D09A0 | .?AVTimeLineBaseObjectCreator@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::TimeLineInstanceObjectProperty                    |            |     | 0x012C7C10 | .?AVTimeLineInstanceObjectProperty@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::TriggerBoxBaseObject                              |            |     | 0x012DC0D8 | .?AVTriggerBoxBaseObject@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::TriggerBoxBaseObjectCreator                       |            |     | 0x012D0A48 | .?AVTriggerBoxBaseObjectCreator@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::TriggerBoxInstanceObjectProperty                  |            |     | 0x012C7D18 | .?AVTriggerBoxInstanceObjectProperty@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::TriggerBoxInstanceObjectProperty::_RigidBodyCollisionListener | 0x010A5098 |   3 | 0x012F7078 | .?AV_RigidBodyCollisionListener@TriggerBoxInstanceObjectProperty@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::TriggerBoxInstanceObjectProperty::U_RBodyPositionHistoryData_::?$TDynamicArray | 0x010A5160 |   1 | 0x012F70E8 | .?AV?$TDynamicArray@U_RBodyPositionHistoryData_@TriggerBoxInstanceObjectProperty@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::UnitTreeBaseObject                                |            |     | 0x012DC1B8 | .?AVUnitTreeBaseObject@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::UnitTreeBaseObjectCreator                         |            |     | 0x012D0AF0 | .?AVUnitTreeBaseObjectCreator@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::UnitTreeInstanceObjectTable                       | 0x010A4790 |   7 | 0x012F6F88 | .?AVUnitTreeInstanceObjectTable@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::VfxBaseObject                                     |            |     | 0x012DC290 | .?AVVfxBaseObject@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::VfxBaseObjectCreator                              |            |     | 0x012D0B90 | .?AVVfxBaseObjectCreator@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::VfxInstanceObjectProperty                         | 0x010A53D0 |   3 | 0x012C7E68 | .?AVVfxInstanceObjectProperty@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutBaseObject::?$TDynamicPointerArray        | 0x00FBFA68 |   1 | 0x012BA0E0 | .?AV?$TDynamicPointerArray@VILayoutBaseObject@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutBaseObject::$$CBHPAV?$TDynamicPointerArray::U?$pair::?$allocator |            |     | 0x012F40A0 | .?AV?$allocator@U?$pair@$$CBHPAV?$TDynamicPointerArray@VILayoutBaseObject@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutBaseObject::$$CBHPAV?$TDynamicPointerArray::U?$pair::?$LaySTLAllocator | 0x010A1F04 |   1 | 0x012F3FD8 | .?AV?$LaySTLAllocator@U?$pair@$$CBHPAV?$TDynamicPointerArray@VILayoutBaseObject@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutBaseObject::HPAV?$TDynamicPointerArray::?$TIBinaryIterator | 0x010A1EE0 |   6 | 0x012F3E88 | .?AV?$TIBinaryIterator@HPAV?$TDynamicPointerArray@VILayoutBaseObject@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutBaseObject::HPAV?$TDynamicPointerArray::V?$_Tmap_traits::?$_Tree_nod::PAU_Node::?$allocator |            |     | 0x012F4528 | .?AV?$allocator@PAU_Node@?$_Tree_nod@V?$_Tmap_traits@HPAV?$TDynamicPointerArray@VILayoutBaseObject@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutBaseObject::HPAV?$TDynamicPointerArray::V?$_Tmap_traits::?$_Tree_nod::PAU_Node::?$LaySTLAllocator | 0x010A1F14 |   1 | 0x012F43A0 | .?AV?$LaySTLAllocator@PAU_Node@?$_Tree_nod@V?$_Tmap_traits@HPAV?$TDynamicPointerArray@VILayoutBaseObject@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutBaseObject::HPAV?$TDynamicPointerArray::V?$_Tmap_traits::?$_Tree_nod::U_Node::?$allocator |            |     | 0x012F4D48 | .?AV?$allocator@U_Node@?$_Tree_nod@V?$_Tmap_traits@HPAV?$TDynamicPointerArray@VILayoutBaseObject@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutBaseObject::HPAV?$TDynamicPointerArray::V?$_Tmap_traits::?$_Tree_nod::U_Node::?$LaySTLAllocator | 0x010A1F24 |   1 | 0x012F4BC0 | .?AV?$LaySTLAllocator@U_Node@?$_Tree_nod@V?$_Tmap_traits@HPAV?$TDynamicPointerArray@VILayoutBaseObject@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutBaseObjectListener::?$TDynamicPointerArray | 0x010A5A20 |   1 | 0x012F7458 | .?AV?$TDynamicPointerArray@VILayoutBaseObjectListener@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutBlock::?$TDynamicPointerArray             | 0x010A8724 |   1 | 0x012F7EC0 | .?AV?$TDynamicPointerArray@VILayoutBlock@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutBlockListener::?$TDynamicPointerArray     | 0x010A33C4 |   1 | 0x012F64F8 | .?AV?$TDynamicPointerArray@VILayoutBlockListener@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutInstanceObject::?$TDynamicPointerArray    | 0x00FB8958 |   1 | 0x012B7E28 | .?AV?$TDynamicPointerArray@VILayoutInstanceObject@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutInstanceObjectListener::?$TDynamicPointerArray | 0x010A3FF8 |   1 | 0x012F65B0 | .?AV?$TDynamicPointerArray@VILayoutInstanceObjectListener@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutInstanceSharedFolder::?$TDynamicPointerArray | 0x010A2290 |   1 | 0x012F57A0 | .?AV?$TDynamicPointerArray@VILayoutInstanceSharedFolder@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutInstanceSharedFolderListener::?$TDynamicPointerArray | 0x010A4440 |   1 | 0x012F6648 | .?AV?$TDynamicPointerArray@VILayoutInstanceSharedFolderListener@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutManager::?$TDynamicPointerArray           | 0x010A3030 |   1 | 0x012F6200 | .?AV?$TDynamicPointerArray@VILayoutManager@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutManagerListener::?$TDynamicPointerArray   | 0x010A2298 |   1 | 0x012F5830 | .?AV?$TDynamicPointerArray@VILayoutManagerListener@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutScreenEnvObjectAuthoringListener::?$TDynamicPointerArray | 0x010A3038 |   1 | 0x012F6280 | .?AV?$TDynamicPointerArray@VILayoutScreenEnvObjectAuthoringListener@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutUnitInfo::?$TDynamicPointerArray          | 0x010A4670 |   1 | 0x012F6E80 | .?AV?$TDynamicPointerArray@VILayoutUnitInfo@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutUnitInfoListener::?$TDynamicPointerArray  | 0x010A4678 |   1 | 0x012F6F00 | .?AV?$TDynamicPointerArray@VILayoutUnitInfoListener@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VILayoutWorldListener::?$TDynamicPointerArray     | 0x010A3028 |   1 | 0x012F6178 | .?AV?$TDynamicPointerArray@VILayoutWorldListener@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VITriggerBoxEventListener::?$TDynamicPointerArray | 0x010A5168 |   1 | 0x012F7220 | .?AV?$TDynamicPointerArray@VITriggerBoxEventListener@Layout@Stella@Lay@Engine@CDev@SQEX@@@
SQEX::CDev::Engine::Lay::Stella::Layout::VLayoutBlockCoordinate::?$TDynamicArray           | 0x010A1E70 |   1 | 0x012F3D80 | .?AV?$TDynamicArray@VLayoutBlockCoordinate@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::WindBaseObject                                    |            |     | 0x012DC358 | .?AVWindBaseObject@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Layout::WindBaseObjectCreator                             |            |     | 0x012D0C28 | .?AVWindBaseObjectCreator@Layout@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::LayoutMemoryObject                                        | 0x00F56498 |   1 | 0x0126530C | .?AVLayoutMemoryObject@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Resource::LayoutResourceNodeFactory                       | 0x010A3124 |   7 | 0x012F6320 | .?AVLayoutResourceNodeFactory@Resource@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Resource::LayResourceNode                                 | 0x010A31A4 |  15 | 0x012F64A0 | .?AVLayResourceNode@Resource@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Resource::VLayResourceNode::?$NodeInheritance             |            |     | 0x012F6408 | .?AV?$NodeInheritance@VLayResourceNode@Resource@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::Resource::VLayResourceNode::?$NodeTrait                   | 0x010A3154 |  15 | 0x012F6370 | .?AV?$NodeTrait@VLayResourceNode@Resource@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::TLayAddress_::?$TIBinaryIterator                          | 0x0109EC08 |   6 | 0x012F10D0 | .?AV?$TIBinaryIterator@TLayAddress_@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::TLayAddress_::?$TPointerMap                               | 0x0109EC24 |   1 | 0x012F1178 | .?AV?$TPointerMap@TLayAddress_@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Lay::Stella::TLayAddress_::?$TPointerMap                               | 0x010A1EFC |   1 | 0x012F3F48 | .?AV?$TPointerMap@TLayAddress_@Stella@Lay@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Math::AAVVectorA::?$Delegate07::DelegateHolderBase                     | 0x0105A880 |   2 | 0x012D9058 | .?AVDelegateHolderBase@?$Delegate07@AAVVectorA@Math@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Math::Matrix                                                           |            |     | 0x012E6560 | .?AVMatrix@Math@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Math::Vector                                                           |            |     | 0x012E5DFC | .?AVVector@Math@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Math::VFloatPoint3::?$TDynamicArray                                    | 0x010A2278 |   1 | 0x012F5588 | .?AV?$TDynamicArray@VFloatPoint3@Math@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Media::Player::Detail::Win::TextureRenderer                            | 0x0113CC1C |   8 | 0x01321710 | .?AVTextureRenderer@Win@Detail@Player@Media@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Media::Player::IPlayer                                                 | 0x0113C2C4 |  20 | 0x0132158C | .?AVIPlayer@Player@Media@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Media::Player::IPlayerFactory                                          | 0x0110DEEC |   2 | 0x0130C68C | .?AVIPlayerFactory@Player@Media@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Media::Player::MemoryObject                                            |            |     | 0x0130C6C8 | .?AVMemoryObject@Player@Media@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Media::Player::Win::DefaultPlayerFactory                               | 0x0110DEF8 |   2 | 0x0130C708 | .?AVDefaultPlayerFactory@Win@Player@Media@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::DebugDetachableHeapBlock                          | 0x00F56F84 |  10 | 0x01265D30 | .?AVDebugDetachableHeapBlock@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::DebugDetachableHeapSpace                          | 0x00F56FB0 |   3 | 0x01265D80 | .?AVDebugDetachableHeapSpace@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::DebugReceivableHeapBlock                          | 0x00F56E94 |  10 | 0x01265B48 | .?AVDebugReceivableHeapBlock@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::DebugReceivableHeapSpace                          | 0x00F56EC0 |   3 | 0x01265B98 | .?AVDebugReceivableHeapSpace@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::DebugRemovableHeapBlock                           | 0x00F56D00 |  10 | 0x01265870 | .?AVDebugRemovableHeapBlock@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::DebugRemovableHeapSpace                           | 0x00F56D2C |   3 | 0x012658C0 | .?AVDebugRemovableHeapSpace@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::DebugSeparateHeapBlock                            | 0x00F56878 |  10 | 0x01265688 | .?AVDebugSeparateHeapBlock@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::DebugSeparateHeapSpace                            | 0x00F568A4 |   3 | 0x012656D8 | .?AVDebugSeparateHeapSpace@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::DebugSystemHeapBlock                              | 0x00F57060 |  10 | 0x01265E60 | .?AVDebugSystemHeapBlock@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::DebugSystemHeapSpace                              | 0x00F5708C |   3 | 0x01265EA8 | .?AVDebugSystemHeapSpace@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::DetachableHeapBlock                               | 0x00F56F60 |   2 | 0x01265C30 | .?AVDetachableHeapBlock@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::DetachableHeapBlock::HandleListenerElement        | 0x00F56F6C |   2 | 0x01265C78 | .?AVHandleListenerElement@DetachableHeapBlock@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::DetachableHeapBlock::ResolveElement               | 0x00F56F78 |   2 | 0x01265CD8 | .?AVResolveElement@DetachableHeapBlock@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::DetachableHeapSpace                               | 0x00F56ED4 |  16 | 0x01265BE8 | .?AVDetachableHeapSpace@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::FixedAllocatorCompound                            | 0x00F54FBC |   1 | 0x012651D0 | .?AVFixedAllocatorCompound@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::Handle                                            | 0x010A7E38 |   2 | 0x012F75B4 | .?AVHandle@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::IBlock                                            | 0x00F56740 |   3 | 0x01265468 | .?AVIBlock@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::IDebugBlock                                       | 0x00F56788 |  10 | 0x012654E0 | .?AVIDebugBlock@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::IDebugSpace                                       | 0x00F567B4 |   3 | 0x01265520 | .?AVIDebugSpace@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::IHandle                                           | 0x00F56750 |  13 | 0x012654A4 | .?AVIHandle@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::IHandleListener                                   | 0x00F56CCC |   3 | 0x01265728 | .?AVIHandleListener@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::ISpace                                            | 0x00F566FC |  16 | 0x0126542C | .?AVISpace@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::Link                                              | 0x00F567C4 |   2 | 0x01265560 | .?AVLink@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::Object                                            |            |     | 0x0126521C | .?AVObject@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::ReceivableHeapBlock                               | 0x00F56E70 |   2 | 0x01265A48 | .?AVReceivableHeapBlock@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::ReceivableHeapBlock::HandleListenerElement        | 0x00F56E7C |   2 | 0x01265A90 | .?AVHandleListenerElement@ReceivableHeapBlock@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::ReceivableHeapBlock::ResolveElement               | 0x00F56E88 |   2 | 0x01265AF0 | .?AVResolveElement@ReceivableHeapBlock@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::ReceivableHeapSpace                               | 0x00F56DE4 |  16 | 0x01265A00 | .?AVReceivableHeapSpace@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::RemovableHeapBlock                                | 0x00F56DC8 |   2 | 0x01265958 | .?AVRemovableHeapBlock@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::RemovableHeapBlock::HandleListener                | 0x00F56CF0 |   3 | 0x01265818 | .?AVHandleListener@RemovableHeapBlock@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::RemovableHeapBlock::HandleListenerElement         | 0x00F56DD4 |   2 | 0x012659A0 | .?AVHandleListenerElement@RemovableHeapBlock@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::RemovableHeapSpace                                | 0x00F56D3C |  16 | 0x01265910 | .?AVRemovableHeapSpace@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::RemovableHeapSpace::Serializer                    | 0x00F56CE8 |   1 | 0x012657C8 | .?AVSerializer@RemovableHeapSpace@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::RemovableHeapSpace::Serializer::Chunk             | 0x00F56CDC |   2 | 0x01265770 | .?AVChunk@Serializer@RemovableHeapSpace@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::SeparateHeapBlock                                 | 0x00F56818 |   2 | 0x01265598 | .?AVSeparateHeapBlock@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::SeparateHeapBlock::HandleListenerElement          | 0x00F56824 |   2 | 0x012655E0 | .?AVHandleListenerElement@SeparateHeapBlock@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::SeparateHeapSpace                                 | 0x00F56834 |  16 | 0x01265640 | .?AVSeparateHeapSpace@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::SystemHeapBlock                                   | 0x00F5700C |   2 | 0x01265DD0 | .?AVSystemHeapBlock@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Alternative::SystemHeapSpace                                   | 0x00F5701C |  16 | 0x01265E18 | .?AVSystemHeapSpace@Alternative@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::ComplexLink                                                    | 0x00F56630 |  11 | 0x012653F8 | .?AVComplexLink@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::IAllocator                                                     | 0x0109D02C |   4 | 0x012EFF84 | .?AVIAllocator@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::IModule                                                        | 0x00F56570 |  11 | 0x01265394 | .?AVIModule@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::Object                                                         |            |     | 0x012650EC | .?AVObject@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Memory::SystemHeap                                                     | 0x00F56600 |  11 | 0x012653C4 | .?AVSystemHeap@Memory@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Base::Memory::Allocatable                                       |            |     | 0x012EFC04 | .?AVAllocatable@Memory@Base@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Base::Memory::CDevMemoryAllocator                               | 0x00F552D0 |   4 | 0x012652A0 | .?AVCDevMemoryAllocator@Memory@Base@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Base::Memory::DefaultCompactionMemory                           | 0x010A8F20 |   3 | 0x012F8B40 | .?AVDefaultCompactionMemory@Memory@Base@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Base::Memory::DefaultMemoryAllocator                            | 0x00F570B4 |   4 | 0x01265EF8 | .?AVDefaultMemoryAllocator@Memory@Base@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Base::Memory::IMemoryAllocator                                  | 0x00F552BC |   4 | 0x01265258 | .?AVIMemoryAllocator@Memory@Base@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Base::Misc::IDebugRenderable                                    | 0x0109BD7C |  19 | 0x012EFAD0 | .?AVIDebugRenderable@Misc@Base@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Base::Misc::IMessageHandler                                     | 0x0109BD6C |   2 | 0x012EFA90 | .?AVIMessageHandler@Misc@Base@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Base::NonCopyable                                               |            |     | 0x012F9C58 | .?AVNonCopyable@Base@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Base::Threading::IRunnable                                      | 0x010AA0AC |   2 | 0x012F9A60 | .?AVIRunnable@Threading@Base@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::Base::Threading::Win32Thread                                    | 0x010AA0C0 |   1 | 0x012F9AA0 | .?AVWin32Thread@Threading@Base@Phieg@Engine@CDev@SQEX@@
SQEX::CDev::Engine::Phieg::ClothDynamics::CapsuleChainEnvelopeOperator                     | 0x0113D0E0 |   5 | 0x01321D88 | .?AVCapsuleChainEnvelopeOperator@ClothDynamics@Phieg@Engine@CDev@SQEX@@
